amine,carboxylic acid,product,conversion,gt,pred,prob
C=C(C)C(=O)OC1CC(C)(C)NC(C)(C)C1,O=C(O)C1CCN(C(=O)c2ccccc2)CC1,C=C(C)C(=O)OC1CC(C)(C)N(C(=O)C2CCN(C(=O)c3ccccc3)CC2)C(C)(C)C1,0,0,0,0.15733103
C1=Cc2ccccc2NCc2ccccc21,O=C(O)C1CCN(C(=O)c2ccccc2)CC1,O=C(c1ccccc1)N1CCC(C(=O)N2Cc3ccccc3C=Cc3ccccc32)CC1,0,0,1,0.5610381
Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,O=C(O)C1CCN(C(=O)c2ccccc2)CC1,O=C(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1NC(=O)C1CCN(C(=O)c2ccccc2)CC1,0,0,0,0.49658573
Cc1onc(N)c1C,O=C(O)C1CCN(C(=O)c2ccccc2)CC1,Cc1onc(NC(=O)C2CCN(C(=O)c3ccccc3)CC2)c1C,0,0,0,0.47218564
Nc1ccccc1C#Cc1ccccc1,O=C(O)C1CCN(C(=O)c2ccccc2)CC1,O=C(Nc1ccccc1C#Cc1ccccc1)C1CCN(C(=O)c2ccccc2)CC1,78.5,1,1,0.7396322
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,O=C(O)C1CCN(C(=O)c2ccccc2)CC1,CCOc1cc(NC(=O)C2CCN(C(=O)c3ccccc3)CC2)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,0,0,0,0.44882542
OC(c1ccccc1)(c1ccccc1)C1CCCN1,O=C(O)C1CCN(C(=O)c2ccccc2)CC1,O=C(c1ccccc1)N1CCC(C(=O)N2CCCC2C(O)(c2ccccc2)c2ccccc2)CC1,0,0,1,0.72066504
C1CCC(NC2CCCCC2)CC1,O=C(O)C1CCN(C(=O)c2ccccc2)CC1,O=C(c1ccccc1)N1CCC(C(=O)N(C2CCCCC2)C2CCCCC2)CC1,0,0,1,0.5134386
COc1cccc(Nc2ccccc2)c1,O=C(O)C1CCN(C(=O)c2ccccc2)CC1,COc1cccc(N(C(=O)C2CCN(C(=O)c3ccccc3)CC2)c2ccccc2)c1,0,0,0,0.34041134
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,O=C(O)C1CCN(C(=O)c2ccccc2)CC1,O=C(c1ccccc1)N1CCC(C(=O)N2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)CC1,87.2,1,1,0.9099325
COc1cccc(C(N)=S)c1,O=C(O)C1CCN(C(=O)c2ccccc2)CC1,COc1cccc(C(=S)NC(=O)C2CCN(C(=O)c3ccccc3)CC2)c1,0,0,0,0.19272196
CC(N)c1ccccc1Br,O=C(O)C1CCN(C(=O)c2ccccc2)CC1,CC(NC(=O)C1CCN(C(=O)c2ccccc2)CC1)c1ccccc1Br,64.8,1,1,0.77590895
Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F)OCC1c2ccccc2-c2ccccc21,0,0,0,0.17608869
OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCN1,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)N1CCCC1C(O)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)OCC1c2ccccc2-c2ccccc21,0,0,0,0.35756654
CC(Oc1cc(Br)cnc1N)c1c(Cl)ccc(F)c1Cl,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,CC(Oc1cc(Br)cnc1NC(=O)C(Cc1cccc(C(F)(F)F)c1)NC(=O)OCC1c2ccccc2-c2ccccc21)c1c(Cl)ccc(F)c1Cl,0,0,0,0.14327258
CC(NC(C)c1ccccc1)c1ccccc1,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,CC(c1ccccc1)N(C(=O)C(Cc1cccc(C(F)(F)F)c1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(C)c1ccccc1,0,0,0,0.21328366
Nc1ccccc1-c1nc2ccccc2[nH]1,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)Nc1ccccc1-c1nc2ccccc2[nH]1)OCC1c2ccccc2-c2ccccc21,69.8,1,0,0.49285477
NN(Cc1ccccc1)c1ccccc1,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)NN(Cc1ccccc1)c1ccccc1)OCC1c2ccccc2-c2ccccc21,0,0,0,0.31958953
c1ccc2sc(N3CCNCC3)nc2c1,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)N1CCN(c2nc3ccccc3s2)CC1)OCC1c2ccccc2-c2ccccc21,100,1,0,0.44356254
Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)OCC1c2ccccc2-c2ccccc21,0,0,1,0.5864324
C=C(C)C(=O)OC1CC(C)(C)NC(C)(C)C1,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)OC1CC(C)(C)N(C(=O)C(Cc2cccc(C(F)(F)F)c2)NC(=O)OCC2c3ccccc3-c3ccccc32)C(C)(C)C1,0,0,0,0.2164932
C1=Cc2ccccc2NCc2ccccc21,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)N1Cc2ccccc2C=Cc2ccccc21)OCC1c2ccccc2-c2ccccc21,0,0,0,0.3236395
Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1)OCC1c2ccccc2-c2ccccc21,0,0,0,0.28834727
Cc1onc(N)c1C,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,Cc1onc(NC(=O)C(Cc2cccc(C(F)(F)F)c2)NC(=O)OCC2c3ccccc3-c3ccccc32)c1C,0,0,0,0.20008256
Nc1ccccc1C#Cc1ccccc1,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)Nc1ccccc1C#Cc1ccccc1)OCC1c2ccccc2-c2ccccc21,11.4,0,0,0.34829575
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,CCOc1cc(NC(=O)C(Cc2cccc(C(F)(F)F)c2)NC(=O)OCC2c3ccccc3-c3ccccc32)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,0,0,0,0.15992013
OC(c1ccccc1)(c1ccccc1)C1CCCN1,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)N1CCCC1C(O)(c1ccccc1)c1ccccc1)OCC1c2ccccc2-c2ccccc21,41.9,1,0,0.4347111
C1CCC(NC2CCCCC2)CC1,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)N(C1CCCCC1)C1CCCCC1)OCC1c2ccccc2-c2ccccc21,0,0,0,0.29376236
COc1cccc(Nc2ccccc2)c1,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,COc1cccc(N(C(=O)C(Cc2cccc(C(F)(F)F)c2)NC(=O)OCC2c3ccccc3-c3ccccc32)c2ccccc2)c1,0,0,0,0.14556733
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1)OCC1c2ccccc2-c2ccccc21,87.5,1,1,0.5400038
COc1cccc(C(N)=S)c1,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,COc1cccc(C(=S)NC(=O)C(Cc2cccc(C(F)(F)F)c2)NC(=O)OCC2c3ccccc3-c3ccccc32)c1,0,0,0,0.15216297
CC(N)c1ccccc1Br,O=C(NC(Cc1cccc(C(F)(F)F)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,CC(NC(=O)C(Cc1cccc(C(F)(F)F)c1)NC(=O)OCC1c2ccccc2-c2ccccc21)c1ccccc1Br,66.6,1,0,0.36707512
Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,CC(C)(C)OC(=O)Nc1ccc(C(=O)Nc2c(F)c(F)c(-c3c(F)c(F)c(F)c(F)c3F)c(F)c2F)cc1,0,0,0,0.015689934
OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCN1,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,CC(C)(C)OC(=O)Nc1ccc(C(=O)N2CCCC2C(O)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,0,0,0,0.30777398
CC(Oc1cc(Br)cnc1N)c1c(Cl)ccc(F)c1Cl,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,CC(Oc1cc(Br)cnc1NC(=O)c1ccc(NC(=O)OC(C)(C)C)cc1)c1c(Cl)ccc(F)c1Cl,0,0,0,0.043028936
CC(NC(C)c1ccccc1)c1ccccc1,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,CC(c1ccccc1)N(C(=O)c1ccc(NC(=O)OC(C)(C)C)cc1)C(C)c1ccccc1,0,0,0,0.17234856
Nc1ccccc1-c1nc2ccccc2[nH]1,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,CC(C)(C)OC(=O)Nc1ccc(C(=O)Nc2ccccc2-c2nc3ccccc3[nH]2)cc1,7.9,0,0,0.34572312
NN(Cc1ccccc1)c1ccccc1,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,CC(C)(C)OC(=O)Nc1ccc(C(=O)NN(Cc2ccccc2)c2ccccc2)cc1,0,0,0,0.27902013
c1ccc2sc(N3CCNCC3)nc2c1,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,CC(C)(C)OC(=O)Nc1ccc(C(=O)N2CCN(c3nc4ccccc4s3)CC2)cc1,100,1,1,0.7186791
Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,CC(C)(C)OC(=O)Nc1ccc(C(=O)Nc2cc(-c3ccccc3)c(O)c(-c3ccccc3)c2)cc1,68.4,1,1,0.5129261
C=C(C)C(=O)OC1CC(C)(C)NC(C)(C)C1,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,C=C(C)C(=O)OC1CC(C)(C)N(C(=O)c2ccc(NC(=O)OC(C)(C)C)cc2)C(C)(C)C1,0,0,0,0.034272626
C1=Cc2ccccc2NCc2ccccc21,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,CC(C)(C)OC(=O)Nc1ccc(C(=O)N2Cc3ccccc3C=Cc3ccccc32)cc1,0,0,0,0.10131133
Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,CC(C)(C)OC(=O)Nc1ccc(C(=O)Nc2ccccc2C(=O)Oc2ccc([N+](=O)[O-])cc2)cc1,0,0,0,0.072054885
Cc1onc(N)c1C,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,Cc1onc(NC(=O)c2ccc(NC(=O)OC(C)(C)C)cc2)c1C,0,0,0,0.06680002
Nc1ccccc1C#Cc1ccccc1,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,CC(C)(C)OC(=O)Nc1ccc(C(=O)Nc2ccccc2C#Cc2ccccc2)cc1,0,0,0,0.17721462
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,CCOc1cc(NC(=O)c2ccc(NC(=O)OC(C)(C)C)cc2)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,0,0,0,0.06430608
OC(c1ccccc1)(c1ccccc1)C1CCCN1,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,CC(C)(C)OC(=O)Nc1ccc(C(=O)N2CCCC2C(O)(c2ccccc2)c2ccccc2)cc1,79.7,1,0,0.41249347
C1CCC(NC2CCCCC2)CC1,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,CC(C)(C)OC(=O)Nc1ccc(C(=O)N(C2CCCCC2)C2CCCCC2)cc1,0,0,0,0.18139616
COc1cccc(Nc2ccccc2)c1,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,COc1cccc(N(C(=O)c2ccc(NC(=O)OC(C)(C)C)cc2)c2ccccc2)c1,0,0,0,0.094330855
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,CC(C)(C)OC(=O)Nc1ccc(C(=O)N2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)cc1,100,1,1,0.66408074
COc1cccc(C(N)=S)c1,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,COc1cccc(C(=S)NC(=O)c2ccc(NC(=O)OC(C)(C)C)cc2)c1,0,0,0,0.07771562
CC(N)c1ccccc1Br,CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cc1,CC(NC(=O)c1ccc(NC(=O)OC(C)(C)C)cc1)c1ccccc1Br,100,1,1,0.5973935
Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,0,0,0,0.04013983
OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCN1,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)N1CCCC1C(O)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0,0,0,0.16635528
CC(Oc1cc(Br)cnc1N)c1c(Cl)ccc(F)c1Cl,O=C/C(Cl)=C(\Cl)C(=O)O,CC(Oc1cc(Br)cnc1NC(=O)/C(Cl)=C(\Cl)C=O)c1c(Cl)ccc(F)c1Cl,0,0,0,0.024741294
CC(NC(C)c1ccccc1)c1ccccc1,O=C/C(Cl)=C(\Cl)C(=O)O,CC(c1ccccc1)N(C(=O)/C(Cl)=C(\Cl)C=O)C(C)c1ccccc1,0,0,0,0.14029014
Nc1ccccc1-c1nc2ccccc2[nH]1,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)Nc1ccccc1-c1nc2ccccc2[nH]1,0,0,0,0.3226857
NN(Cc1ccccc1)c1ccccc1,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)NN(Cc1ccccc1)c1ccccc1,0,0,0,0.22725433
c1ccc2sc(N3CCNCC3)nc2c1,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)N1CCN(c2nc3ccccc3s2)CC1,0,0,1,0.7345502
Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1,0,0,0,0.40386772
C=C(C)C(=O)OC1CC(C)(C)NC(C)(C)C1,O=C/C(Cl)=C(\Cl)C(=O)O,C=C(C)C(=O)OC1CC(C)(C)N(C(=O)/C(Cl)=C(\Cl)C=O)C(C)(C)C1,0,0,0,0.114042476
C1=Cc2ccccc2NCc2ccccc21,O=C/C(Cl)=C(\Cl)C(=O)O,O=CC(Cl)=C(Cl)C(=O)N1Cc2ccccc2C=Cc2ccccc21,0,0,0,0.14180359
Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)Nc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,0,0,0,0.12919635
Cc1onc(N)c1C,O=C/C(Cl)=C(\Cl)C(=O)O,Cc1onc(NC(=O)/C(Cl)=C(\Cl)C=O)c1C,0,0,0,0.053898882
Nc1ccccc1C#Cc1ccccc1,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)Nc1ccccc1C#Cc1ccccc1,0,0,0,0.2238886
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,O=C/C(Cl)=C(\Cl)C(=O)O,CCOc1cc(NC(=O)/C(Cl)=C(\Cl)C=O)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,0,0,0,0.027704641
OC(c1ccccc1)(c1ccccc1)C1CCCN1,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)N1CCCC1C(O)(c1ccccc1)c1ccccc1,0,0,0,0.24908754
C1CCC(NC2CCCCC2)CC1,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)N(C1CCCCC1)C1CCCCC1,0,0,0,0.13734345
COc1cccc(Nc2ccccc2)c1,O=C/C(Cl)=C(\Cl)C(=O)O,COc1cccc(N(C(=O)/C(Cl)=C(\Cl)C=O)c2ccccc2)c1,0,0,0,0.07965603
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,O=C/C(Cl)=C(\Cl)C(=O)O,O=C/C(Cl)=C(\Cl)C(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0,0,1,0.6501051
COc1cccc(C(N)=S)c1,O=C/C(Cl)=C(\Cl)C(=O)O,COc1cccc(C(=S)NC(=O)/C(Cl)=C(\Cl)C=O)c1,0,0,0,0.024761854
CC(N)c1ccccc1Br,O=C/C(Cl)=C(\Cl)C(=O)O,CC(NC(=O)/C(Cl)=C(\Cl)C=O)c1ccccc1Br,0,0,0,0.26211387
Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(Nc1ccccc1C(=O)Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F)OCC1c2ccccc2-c2ccccc21,0,0,0,0.1559589
OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCN1,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(Nc1ccccc1C(=O)N1CCCC1C(O)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)OCC1c2ccccc2-c2ccccc21,0,0,0,0.30795625
CC(Oc1cc(Br)cnc1N)c1c(Cl)ccc(F)c1Cl,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,CC(Oc1cc(Br)cnc1NC(=O)c1ccccc1NC(=O)OCC1c2ccccc2-c2ccccc21)c1c(Cl)ccc(F)c1Cl,0,0,0,0.20977327
CC(NC(C)c1ccccc1)c1ccccc1,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,CC(c1ccccc1)N(C(=O)c1ccccc1NC(=O)OCC1c2ccccc2-c2ccccc21)C(C)c1ccccc1,0,0,0,0.34723178
Nc1ccccc1-c1nc2ccccc2[nH]1,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(Nc1ccccc1C(=O)Nc1ccccc1-c1nc2ccccc2[nH]1)OCC1c2ccccc2-c2ccccc21,17.1,0,1,0.54626155
NN(Cc1ccccc1)c1ccccc1,O=C(Nc1ccccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,O=C(Nc1ccccc1C(=O)NN(Cc1ccccc1)c1ccccc1)OCC1c2ccccc2-c2ccccc21,0,0,1,0.50442725
